index,text,score,correct spelling,percent,novel word spelled,novel words,bigrams
1016,"arden, and the pueen say down the had frown of the sabbit say in the door, and the white rabbit blow",0,18,0.86,"(1, ['frown'])","(4, ['arden,', 'pueen', 'frown', 'sabbit'])","dict_items([(('arden,', 'and'), 1), (('and', 'the'), 2), (('the', 'pueen'), 1), (('pueen', 'say'), 1), (('say', 'down'), 1), (('down', 'the'), 1), (('the', 'had'), 1), (('had', 'frown'), 1), (('frown', 'of'), 1), (('of', 'the'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'blow'), 1)])"
17,"up, i'll write one--but i'm grown up now,' she added in a sorrowful
tone; 'at least there's no room ",1,18,0.95,"(1, [""i'm""])","(1, [""i'm""])","dict_items([(('up,', ""i'll""), 1), ((""i'll"", 'write'), 1), (('write', 'one--but'), 1), (('one--but', ""i'm""), 1), ((""i'm"", 'grown'), 1), (('grown', 'up'), 1), (('up', ""now,'""), 1), ((""now,'"", 'she'), 1), (('she', 'added'), 1), (('added', 'in'), 1), (('in', 'a'), 1), (('a', 'sorrowful'), 1), (('sorrowful', 'tone;'), 1), (('tone;', ""'at""), 1), ((""'at"", 'least'), 1), (('least', ""there's""), 1), ((""there's"", 'no'), 1), (('no', 'room'), 1)])"
1017,"as it was the dooroa dotn the door, and the mort of the say of the mock turtle sat off, and she was ",0,21,0.91,"(3, ['mort', 'mock', 'turtle'])","(5, ['dooroa', 'dotn', 'mort', 'mock', 'turtle'])","dict_items([(('as', 'it'), 1), (('it', 'was'), 1), (('was', 'the'), 1), (('the', 'dooroa'), 1), (('dooroa', 'dotn'), 1), (('dotn', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'mort'), 1), (('mort', 'of'), 1), (('of', 'the'), 2), (('the', 'say'), 1), (('say', 'of'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'sat'), 1), (('sat', 'off,'), 1), (('off,', 'and'), 1), (('and', 'she'), 1), (('she', 'was'), 1)])"
18,"ce, 'or perhaps they won't walk the way i want
to go! let me see: i'll give them a new pair of boots",1,23,1.0,"(2, ['ce,', 'i'])","(2, ['ce,', 'i'])","dict_items([(('ce,', ""'or""), 1), ((""'or"", 'perhaps'), 1), (('perhaps', 'they'), 1), (('they', ""won't""), 1), ((""won't"", 'walk'), 1), (('walk', 'the'), 1), (('the', 'way'), 1), (('way', 'i'), 1), (('i', 'want'), 1), (('want', 'to'), 1), (('to', 'go!'), 1), (('go!', 'let'), 1), (('let', 'me'), 1), (('me', 'see:'), 1), (('see:', ""i'll""), 1), ((""i'll"", 'give'), 1), (('give', 'them'), 1), (('them', 'a'), 1), (('a', 'new'), 1), (('new', 'pair'), 1), (('pair', 'of'), 1), (('of', 'boots'), 1)])"
1018,"es--

'i don't know what i have to be a little birler,' she said to herself, 'i don't know what i ca",0,22,1.0,"(7, ['es--', ""'i"", 'i', ""birler,'"", ""'i"", 'i', 'ca'])","(7, ['es--', ""'i"", 'i', ""birler,'"", ""'i"", 'i', 'ca'])","dict_items([(('es--', ""'i""), 1), ((""'i"", ""don't""), 2), ((""don't"", 'know'), 2), (('know', 'what'), 2), (('what', 'i'), 2), (('i', 'have'), 1), (('have', 'to'), 1), (('to', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', ""birler,'""), 1), ((""birler,'"", 'she'), 1), (('she', 'said'), 1), (('said', 'to'), 1), (('to', 'herself,'), 1), (('herself,', ""'i""), 1), (('i', 'ca'), 1)])"
19,"and was delighted to find that she
began shrinking directly. as soon as she was small enough to get ",1,19,1.0,"(0, [])","(0, [])","dict_items([(('and', 'was'), 1), (('was', 'delighted'), 1), (('delighted', 'to'), 1), (('to', 'find'), 1), (('find', 'that'), 1), (('that', 'she'), 1), (('she', 'began'), 1), (('began', 'shrinking'), 1), (('shrinking', 'directly.'), 1), (('directly.', 'as'), 1), (('as', 'soon'), 1), (('soon', 'as'), 1), (('as', 'she'), 1), (('she', 'was'), 1), (('was', 'small'), 1), (('small', 'enough'), 1), (('enough', 'to'), 1), (('to', 'get'), 1)])"
1019,"the sabbit say in the door, and the pueen say down and said, 'it was the mort of the sable of the se",0,21,0.91,"(3, ['mort', 'sable', 'se'])","(5, ['sabbit', 'pueen', 'mort', 'sable', 'se'])","dict_items([(('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'pueen'), 1), (('pueen', 'say'), 1), (('say', 'down'), 1), (('down', 'and'), 1), (('and', 'said,'), 1), (('said,', ""'it""), 1), ((""'it"", 'was'), 1), (('was', 'the'), 1), (('the', 'mort'), 1), (('mort', 'of'), 1), (('of', 'the'), 2), (('the', 'sable'), 1), (('sable', 'of'), 1), (('the', 'se'), 1)])"
20,"demark/copyright) agreement.  if you do not agree to abide by all
the terms of this agreement, you m",1,17,0.94,"(0, [])","(1, ['demark/copyright)'])","dict_items([(('demark/copyright)', 'agreement.'), 1), (('agreement.', 'if'), 1), (('if', 'you'), 1), (('you', 'do'), 1), (('do', 'not'), 1), (('not', 'agree'), 1), (('agree', 'to'), 1), (('to', 'abide'), 1), (('abide', 'by'), 1), (('by', 'all'), 1), (('all', 'the'), 1), (('the', 'terms'), 1), (('terms', 'of'), 1), (('of', 'this'), 1), (('this', 'agreement,'), 1), (('agreement,', 'you'), 1), (('you', 'm'), 1)])"
1020,ay comy it was of the project gutenberg literary archive foundation are all dopyright in the uery co,0,14,0.78,"(6, ['ay', 'project', 'literary', 'archive', 'foundation', 'co'])","(10, ['ay', 'comy', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'dopyright', 'uery', 'co'])","dict_items([(('ay', 'comy'), 1), (('comy', 'it'), 1), (('it', 'was'), 1), (('was', 'of'), 1), (('of', 'the'), 1), (('the', 'project'), 1), (('project', 'gutenberg'), 1), (('gutenberg', 'literary'), 1), (('literary', 'archive'), 1), (('archive', 'foundation'), 1), (('foundation', 'are'), 1), (('are', 'all'), 1), (('all', 'dopyright'), 1), (('dopyright', 'in'), 1), (('in', 'the'), 1), (('the', 'uery'), 1), (('uery', 'co'), 1)])"
21,"sage, as he shook his grey locks,
    'i kept all my limbs very supple
   by the use of this ointmen",1,19,0.95,"(1, [""'i""])","(2, [""'i"", 'ointmen'])","dict_items([(('sage,', 'as'), 1), (('as', 'he'), 1), (('he', 'shook'), 1), (('shook', 'his'), 1), (('his', 'grey'), 1), (('grey', 'locks,'), 1), (('locks,', ""'i""), 1), ((""'i"", 'kept'), 1), (('kept', 'all'), 1), (('all', 'my'), 1), (('my', 'limbs'), 1), (('limbs', 'very'), 1), (('very', 'supple'), 1), (('supple', 'by'), 1), (('by', 'the'), 1), (('the', 'use'), 1), (('use', 'of'), 1), (('of', 'this'), 1), (('this', 'ointmen'), 1)])"
1021,t the was and say                                                                                   ,0,5,1.0,"(1, ['t'])","(1, ['t'])","dict_items([(('t', 'the'), 1), (('the', 'was'), 1), (('was', 'and'), 1), (('and', 'say'), 1)])"
22,"t was labelled 'orange marmalade', but to her great
disappointment it was empty: she did not like to",1,18,1.0,"(3, ['t', ""'orange"", ""marmalade',""])","(3, ['t', ""'orange"", ""marmalade',""])","dict_items([(('t', 'was'), 1), (('was', 'labelled'), 1), (('labelled', ""'orange""), 1), ((""'orange"", ""marmalade',""), 1), ((""marmalade',"", 'but'), 1), (('but', 'to'), 1), (('to', 'her'), 1), (('her', 'great'), 1), (('great', 'disappointment'), 1), (('disappointment', 'it'), 1), (('it', 'was'), 1), (('was', 'empty:'), 1), (('empty:', 'she'), 1), (('she', 'did'), 1), (('did', 'not'), 1), (('not', 'like'), 1), (('like', 'to'), 1)])"
1022," be nn dourse, 
'i don't know what i have to be a little birler,' the mock turtle seplied in an offe",0,17,0.81,"(5, [""'i"", 'i', ""birler,'"", 'mock', 'turtle'])","(9, ['nn', 'dourse,', ""'i"", 'i', ""birler,'"", 'mock', 'turtle', 'seplied', 'offe'])","dict_items([(('be', 'nn'), 1), (('nn', 'dourse,'), 1), (('dourse,', ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'what'), 1), (('what', 'i'), 1), (('i', 'have'), 1), (('have', 'to'), 1), (('to', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', ""birler,'""), 1), ((""birler,'"", 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'seplied'), 1), (('seplied', 'in'), 1), (('in', 'an'), 1), (('an', 'offe'), 1)])"
23,"f the fact.

'i keep them to sell,' the hatter added as an explanation; 'i've none of
my own. i'm a ",1,21,1.0,"(4, ['f', ""'i"", ""'i've"", ""i'm""])","(4, ['f', ""'i"", ""'i've"", ""i'm""])","dict_items([(('f', 'the'), 1), (('the', 'fact.'), 1), (('fact.', ""'i""), 1), ((""'i"", 'keep'), 1), (('keep', 'them'), 1), (('them', 'to'), 1), (('to', ""sell,'""), 1), ((""sell,'"", 'the'), 1), (('the', 'hatter'), 1), (('hatter', 'added'), 1), (('added', 'as'), 1), (('as', 'an'), 1), (('an', 'explanation;'), 1), (('explanation;', ""'i've""), 1), ((""'i've"", 'none'), 1), (('none', 'of'), 1), (('of', 'my'), 1), (('my', 'own.'), 1), (('own.', ""i'm""), 1), ((""i'm"", 'a'), 1)])"
1023,"partor of the semeocops of the semeocope the doomouse it is it?'

'i don't know the dorrou that she ",0,14,0.74,"(1, [""'i""])","(6, ['partor', 'semeocops', 'semeocope', 'doomouse', ""'i"", 'dorrou'])","dict_items([(('partor', 'of'), 1), (('of', 'the'), 2), (('the', 'semeocops'), 1), (('semeocops', 'of'), 1), (('the', 'semeocope'), 1), (('semeocope', 'the'), 1), (('the', 'doomouse'), 1), (('doomouse', 'it'), 1), (('it', 'is'), 1), (('is', ""it?'""), 1), ((""it?'"", ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'the'), 1), (('the', 'dorrou'), 1), (('dorrou', 'that'), 1), (('that', 'she'), 1)])"
24," said the cat, 'or you wouldn't have come here.'

alice didn't think that proved it at all; however,",1,18,1.0,"(1, ['alice'])","(1, ['alice'])","dict_items([(('said', 'the'), 1), (('the', 'cat,'), 1), (('cat,', ""'or""), 1), ((""'or"", 'you'), 1), (('you', ""wouldn't""), 1), ((""wouldn't"", 'have'), 1), (('have', 'come'), 1), (('come', ""here.'""), 1), ((""here.'"", 'alice'), 1), (('alice', ""didn't""), 1), ((""didn't"", 'think'), 1), (('think', 'that'), 1), (('that', 'proved'), 1), (('proved', 'it'), 1), (('it', 'at'), 1), (('at', 'all;'), 1), (('all;', 'however,'), 1)])"
1024," she said the louse of her hands, and she was going to see if he was seel a louse the thing sabbit a",0,22,0.96,"(3, ['louse', 'seel', 'louse'])","(4, ['louse', 'seel', 'louse', 'sabbit'])","dict_items([(('she', 'said'), 1), (('said', 'the'), 1), (('the', 'louse'), 1), (('louse', 'of'), 1), (('of', 'her'), 1), (('her', 'hands,'), 1), (('hands,', 'and'), 1), (('and', 'she'), 1), (('she', 'was'), 1), (('was', 'going'), 1), (('going', 'to'), 1), (('to', 'see'), 1), (('see', 'if'), 1), (('if', 'he'), 1), (('he', 'was'), 1), (('was', 'seel'), 1), (('seel', 'a'), 1), (('a', 'louse'), 1), (('louse', 'the'), 1), (('the', 'thing'), 1), (('thing', 'sabbit'), 1), (('sabbit', 'a'), 1)])"
25,"both sat silent and looked at poor
alice, who felt ready to sink into the earth. at last the gryphon",1,20,1.0,"(2, ['alice,', 'gryphon'])","(2, ['alice,', 'gryphon'])","dict_items([(('both', 'sat'), 1), (('sat', 'silent'), 1), (('silent', 'and'), 1), (('and', 'looked'), 1), (('looked', 'at'), 1), (('at', 'poor'), 1), (('poor', 'alice,'), 1), (('alice,', 'who'), 1), (('who', 'felt'), 1), (('felt', 'ready'), 1), (('ready', 'to'), 1), (('to', 'sink'), 1), (('sink', 'into'), 1), (('into', 'the'), 1), (('the', 'earth.'), 1), (('earth.', 'at'), 1), (('at', 'last'), 1), (('last', 'the'), 1), (('the', 'gryphon'), 1)])"
1025," said to the jury bs she could dere and then all the dat of the sabbit say in the door, and the whit",0,22,0.96,"(4, ['bs', 'dere', 'dat', 'whit'])","(5, ['bs', 'dere', 'dat', 'sabbit', 'whit'])","dict_items([(('said', 'to'), 1), (('to', 'the'), 1), (('the', 'jury'), 1), (('jury', 'bs'), 1), (('bs', 'she'), 1), (('she', 'could'), 1), (('could', 'dere'), 1), (('dere', 'and'), 1), (('and', 'then'), 1), (('then', 'all'), 1), (('all', 'the'), 1), (('the', 'dat'), 1), (('dat', 'of'), 1), (('of', 'the'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'whit'), 1)])"
26,"s curious as it can be,' said the gryphon.

'it all came different!' the mock turtle repeated though",1,18,1.0,"(4, ['s', 'gryphon.', 'mock', 'turtle'])","(4, ['s', 'gryphon.', 'mock', 'turtle'])","dict_items([(('s', 'curious'), 1), (('curious', 'as'), 1), (('as', 'it'), 1), (('it', 'can'), 1), (('can', ""be,'""), 1), ((""be,'"", 'said'), 1), (('said', 'the'), 1), (('the', 'gryphon.'), 1), (('gryphon.', ""'it""), 1), ((""'it"", 'all'), 1), (('all', 'came'), 1), (('came', ""different!'""), 1), ((""different!'"", 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'repeated'), 1), (('repeated', 'though'), 1)])"
1026,tfully. 'i maver had to be nuch a proper way of eearts the way of eeantentlly was she was soeezing t,0,15,0.71,"(2, [""'i"", 't'])","(8, ['tfully.', ""'i"", 'maver', 'nuch', 'eearts', 'eeantentlly', 'soeezing', 't'])","dict_items([(('tfully.', ""'i""), 1), ((""'i"", 'maver'), 1), (('maver', 'had'), 1), (('had', 'to'), 1), (('to', 'be'), 1), (('be', 'nuch'), 1), (('nuch', 'a'), 1), (('a', 'proper'), 1), (('proper', 'way'), 1), (('way', 'of'), 2), (('of', 'eearts'), 1), (('eearts', 'the'), 1), (('the', 'way'), 1), (('of', 'eeantentlly'), 1), (('eeantentlly', 'was'), 1), (('was', 'she'), 1), (('she', 'was'), 1), (('was', 'soeezing'), 1), (('soeezing', 't'), 1)])"
27,"ease read this before you distribute or use this work

to protect the project gutenberg-tm mission o",1,16,0.94,"(3, ['ease', 'project', 'o'])","(4, ['ease', 'project', 'gutenberg-tm', 'o'])","dict_items([(('ease', 'read'), 1), (('read', 'this'), 1), (('this', 'before'), 1), (('before', 'you'), 1), (('you', 'distribute'), 1), (('distribute', 'or'), 1), (('or', 'use'), 1), (('use', 'this'), 1), (('this', 'work'), 1), (('work', 'to'), 1), (('to', 'protect'), 1), (('protect', 'the'), 1), (('the', 'project'), 1), (('project', 'gutenberg-tm'), 1), (('gutenberg-tm', 'mission'), 1), (('mission', 'o'), 1)])"
1027,f the project gutenberg literary archive foundation are all fopyright in the project gutenberg liter,0,12,0.8,"(7, ['f', 'project', 'literary', 'archive', 'foundation', 'project', 'liter'])","(10, ['f', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'fopyright', 'project', 'gutenberg', 'liter'])","dict_items([(('f', 'the'), 1), (('the', 'project'), 2), (('project', 'gutenberg'), 2), (('gutenberg', 'literary'), 1), (('literary', 'archive'), 1), (('archive', 'foundation'), 1), (('foundation', 'are'), 1), (('are', 'all'), 1), (('all', 'fopyright'), 1), (('fopyright', 'in'), 1), (('in', 'the'), 1), (('gutenberg', 'liter'), 1)])"
28,"er first--they don't reach half high enough yet--oh! they'll
do well enough; don't be particular--he",1,12,0.8,"(1, ['er'])","(3, ['er', 'yet--oh!', 'particular--he'])","dict_items([(('er', 'first--they'), 1), (('first--they', ""don't""), 1), ((""don't"", 'reach'), 1), (('reach', 'half'), 1), (('half', 'high'), 1), (('high', 'enough'), 1), (('enough', 'yet--oh!'), 1), (('yet--oh!', ""they'll""), 1), ((""they'll"", 'do'), 1), (('do', 'well'), 1), (('well', 'enough;'), 1), (('enough;', ""don't""), 1), ((""don't"", 'be'), 1), (('be', 'particular--he'), 1)])"
1028," i dan teel to see it is it is?'

'i don't know the dorrou the way in the sememcer with the sea, the",0,21,0.91,"(4, ['i', 'dan', 'teel', ""'i""])","(6, ['i', 'dan', 'teel', ""'i"", 'dorrou', 'sememcer'])","dict_items([(('i', 'dan'), 1), (('dan', 'teel'), 1), (('teel', 'to'), 1), (('to', 'see'), 1), (('see', 'it'), 1), (('it', 'is'), 1), (('is', 'it'), 1), (('it', ""is?'""), 1), ((""is?'"", ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'the'), 1), (('the', 'dorrou'), 1), (('dorrou', 'the'), 1), (('the', 'way'), 1), (('way', 'in'), 1), (('in', 'the'), 1), (('the', 'sememcer'), 1), (('sememcer', 'with'), 1), (('with', 'the'), 1), (('the', 'sea,'), 1), (('sea,', 'the'), 1)])"
29," stand, and she went round the court and got behind him, and
very soon found an opportunity of takin",1,19,1.0,"(1, ['takin'])","(1, ['takin'])","dict_items([(('stand,', 'and'), 1), (('and', 'she'), 1), (('she', 'went'), 1), (('went', 'round'), 1), (('round', 'the'), 1), (('the', 'court'), 1), (('court', 'and'), 1), (('and', 'got'), 1), (('got', 'behind'), 1), (('behind', 'him,'), 1), (('him,', 'and'), 1), (('and', 'very'), 1), (('very', 'soon'), 1), (('soon', 'found'), 1), (('found', 'an'), 1), (('an', 'opportunity'), 1), (('opportunity', 'of'), 1), (('of', 'takin'), 1)])"
1029,g at the coor had a little thing the had guen had been was off a little shanly of the sooe of the sa,0,20,0.83,"(2, ['g', 'sa'])","(6, ['g', 'coor', 'guen', 'shanly', 'sooe', 'sa'])","dict_items([(('g', 'at'), 1), (('at', 'the'), 1), (('the', 'coor'), 1), (('coor', 'had'), 1), (('had', 'a'), 1), (('a', 'little'), 2), (('little', 'thing'), 1), (('thing', 'the'), 1), (('the', 'had'), 1), (('had', 'guen'), 1), (('guen', 'had'), 1), (('had', 'been'), 1), (('been', 'was'), 1), (('was', 'off'), 1), (('off', 'a'), 1), (('little', 'shanly'), 1), (('shanly', 'of'), 1), (('of', 'the'), 2), (('the', 'sooe'), 1), (('sooe', 'of'), 1), (('the', 'sa'), 1)])"
30,"of equipment including outdated equipment.  many small donations
($1 to $5,000) are particularly imp",1,12,0.86,"(1, ['imp'])","(1, ['imp'])","dict_items([(('of', 'equipment'), 1), (('equipment', 'including'), 1), (('including', 'outdated'), 1), (('outdated', 'equipment.'), 1), (('equipment.', 'many'), 1), (('many', 'small'), 1), (('small', 'donations'), 1), (('donations', '($1'), 1), (('($1', 'to'), 1), (('to', '$5,000)'), 1), (('$5,000)', 'are'), 1), (('are', 'particularly'), 1), (('particularly', 'imp'), 1)])"
1030,"ort this lffens of the project gutenberg literary archive foundation ar she foundation, and wour wit",0,13,0.81,"(8, ['ort', 'project', 'literary', 'archive', 'foundation', 'ar', 'foundation,', 'wit'])","(11, ['ort', 'lffens', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'ar', 'foundation,', 'wour', 'wit'])","dict_items([(('ort', 'this'), 1), (('this', 'lffens'), 1), (('lffens', 'of'), 1), (('of', 'the'), 1), (('the', 'project'), 1), (('project', 'gutenberg'), 1), (('gutenberg', 'literary'), 1), (('literary', 'archive'), 1), (('archive', 'foundation'), 1), (('foundation', 'ar'), 1), (('ar', 'she'), 1), (('she', 'foundation,'), 1), (('foundation,', 'and'), 1), (('and', 'wour'), 1), (('wour', 'wit'), 1)])"
31," said the hatter. 'you might just as well say
that ""i see what i eat"" is the same thing as ""i eat wh",1,23,1.0,"(4, ['""i', 'i', '""i', 'wh'])","(4, ['""i', 'i', '""i', 'wh'])","dict_items([(('said', 'the'), 1), (('the', 'hatter.'), 1), (('hatter.', ""'you""), 1), ((""'you"", 'might'), 1), (('might', 'just'), 1), (('just', 'as'), 1), (('as', 'well'), 1), (('well', 'say'), 1), (('say', 'that'), 1), (('that', '""i'), 1), (('""i', 'see'), 1), (('see', 'what'), 1), (('what', 'i'), 1), (('i', 'eat""'), 1), (('eat""', 'is'), 1), (('is', 'the'), 1), (('the', 'same'), 1), (('same', 'thing'), 1), (('thing', 'as'), 1), (('as', '""i'), 1), (('""i', 'eat'), 1), (('eat', 'wh'), 1)])"
1031,"th the mock turtle is would the semescops, 

'i don't know what i have to be a little birler,' she s",0,20,0.95,"(7, ['th', 'mock', 'turtle', ""'i"", 'i', ""birler,'"", 's'])","(8, ['th', 'mock', 'turtle', 'semescops,', ""'i"", 'i', ""birler,'"", 's'])","dict_items([(('th', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'is'), 1), (('is', 'would'), 1), (('would', 'the'), 1), (('the', 'semescops,'), 1), (('semescops,', ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'what'), 1), (('what', 'i'), 1), (('i', 'have'), 1), (('have', 'to'), 1), (('to', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', ""birler,'""), 1), ((""birler,'"", 'she'), 1), (('she', 's'), 1)])"
32,"ds to say.)

presently she began again. 'i wonder if i shall fall right through the
earth! how funny",1,19,1.0,"(4, ['ds', 'presently', ""'i"", 'i'])","(4, ['ds', 'presently', ""'i"", 'i'])","dict_items([(('ds', 'to'), 1), (('to', 'say.)'), 1), (('say.)', 'presently'), 1), (('presently', 'she'), 1), (('she', 'began'), 1), (('began', 'again.'), 1), (('again.', ""'i""), 1), ((""'i"", 'wonder'), 1), (('wonder', 'if'), 1), (('if', 'i'), 1), (('i', 'shall'), 1), (('shall', 'fall'), 1), (('fall', 'right'), 1), (('right', 'through'), 1), (('through', 'the'), 1), (('the', 'earth!'), 1), (('earth!', 'how'), 1), (('how', 'funny'), 1)])"
1032," the migef of the doorsatoon of the semper!of the seaes to the thing of the sable, 
the datehn the p",0,15,0.75,"(2, ['sable,', 'p'])","(7, ['migef', 'doorsatoon', 'semper!of', 'seaes', 'sable,', 'datehn', 'p'])","dict_items([(('the', 'migef'), 1), (('migef', 'of'), 1), (('of', 'the'), 3), (('the', 'doorsatoon'), 1), (('doorsatoon', 'of'), 1), (('the', 'semper!of'), 1), (('semper!of', 'the'), 1), (('the', 'seaes'), 1), (('seaes', 'to'), 1), (('to', 'the'), 1), (('the', 'thing'), 1), (('thing', 'of'), 1), (('the', 'sable,'), 1), (('sable,', 'the'), 1), (('the', 'datehn'), 1), (('datehn', 'the'), 1), (('the', 'p'), 1)])"
