index,text,score,correct spelling,percent,novel word spelled,novel words,bigrams
33,"
'the reason is,' said the gryphon, 'that they would go with the lobsters
to the dance. so they got ",1,19,1.0,"(1, ['gryphon,'])","(1, ['gryphon,'])","dict_items([((""'the"", 'reason'), 1), (('reason', ""is,'""), 1), ((""is,'"", 'said'), 1), (('said', 'the'), 1), (('the', 'gryphon,'), 1), (('gryphon,', ""'that""), 1), ((""'that"", 'they'), 1), (('they', 'would'), 1), (('would', 'go'), 1), (('go', 'with'), 1), (('with', 'the'), 1), (('the', 'lobsters'), 1), (('lobsters', 'to'), 1), (('to', 'the'), 1), (('the', 'dance.'), 1), (('dance.', 'so'), 1), (('so', 'they'), 1), (('they', 'got'), 1)])"
1033,"to go about the mocster suadend. it was seeling at the door, and the white rabbit blowered about the",0,16,0.84,"(1, ['seeling'])","(4, ['mocster', 'suadend.', 'seeling', 'blowered'])","dict_items([(('to', 'go'), 1), (('go', 'about'), 1), (('about', 'the'), 2), (('the', 'mocster'), 1), (('mocster', 'suadend.'), 1), (('suadend.', 'it'), 1), (('it', 'was'), 1), (('was', 'seeling'), 1), (('seeling', 'at'), 1), (('at', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'blowered'), 1), (('blowered', 'about'), 1)])"
34,"the sort!' said alice. 'why, you don't even know
what they're about!'

'read them,' said the king.

",1,17,1.0,"(1, ['alice.'])","(1, ['alice.'])","dict_items([(('the', ""sort!'""), 1), ((""sort!'"", 'said'), 1), (('said', 'alice.'), 1), (('alice.', ""'why,""), 1), ((""'why,"", 'you'), 1), (('you', ""don't""), 1), ((""don't"", 'even'), 1), (('even', 'know'), 1), (('know', 'what'), 1), (('what', ""they're""), 1), ((""they're"", ""about!'""), 1), ((""about!'"", ""'read""), 1), ((""'read"", ""them,'""), 1), ((""them,'"", 'said'), 1), (('said', 'the'), 1), (('the', 'king.'), 1)])"
1034,"'i don't know the doomouse said the sea,' said the mock turtle in a tone of the soute of the sabbit ",0,18,0.86,"(3, [""'i"", 'mock', 'turtle'])","(6, [""'i"", 'doomouse', 'mock', 'turtle', 'soute', 'sabbit'])","dict_items([((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'the'), 1), (('the', 'doomouse'), 1), (('doomouse', 'said'), 1), (('said', 'the'), 2), (('the', ""sea,'""), 1), ((""sea,'"", 'said'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'in'), 1), (('in', 'a'), 1), (('a', 'tone'), 1), (('tone', 'of'), 1), (('of', 'the'), 2), (('the', 'soute'), 1), (('soute', 'of'), 1), (('the', 'sabbit'), 1)])"
35,"he three gardeners, oblong and flat, with their hands and feet at the
corners: next the ten courtier",1,18,1.0,"(1, ['courtier'])","(1, ['courtier'])","dict_items([(('he', 'three'), 1), (('three', 'gardeners,'), 1), (('gardeners,', 'oblong'), 1), (('oblong', 'and'), 1), (('and', 'flat,'), 1), (('flat,', 'with'), 1), (('with', 'their'), 1), (('their', 'hands'), 1), (('hands', 'and'), 1), (('and', 'feet'), 1), (('feet', 'at'), 1), (('at', 'the'), 1), (('the', 'corners:'), 1), (('corners:', 'next'), 1), (('next', 'the'), 1), (('the', 'ten'), 1), (('ten', 'courtier'), 1)])"
1035,"s size and dooruen of her head with and sand off to the white rabbit, when she was soeeking to the t",0,20,0.91,"(2, ['s', 't'])","(4, ['s', 'dooruen', 'soeeking', 't'])","dict_items([(('s', 'size'), 1), (('size', 'and'), 1), (('and', 'dooruen'), 1), (('dooruen', 'of'), 1), (('of', 'her'), 1), (('her', 'head'), 1), (('head', 'with'), 1), (('with', 'and'), 1), (('and', 'sand'), 1), (('sand', 'off'), 1), (('off', 'to'), 1), (('to', 'the'), 2), (('the', 'white'), 1), (('white', 'rabbit,'), 1), (('rabbit,', 'when'), 1), (('when', 'she'), 1), (('she', 'was'), 1), (('was', 'soeeking'), 1), (('soeeking', 'to'), 1), (('the', 't'), 1)])"
36," on others!'

'you'd better not talk!' said five. 'i heard the queen say only
yesterday you deserved",1,17,1.0,"(2, [""'i"", 'queen'])","(2, [""'i"", 'queen'])","dict_items([(('on', ""others!'""), 1), ((""others!'"", ""'you'd""), 1), ((""'you'd"", 'better'), 1), (('better', 'not'), 1), (('not', ""talk!'""), 1), ((""talk!'"", 'said'), 1), (('said', 'five.'), 1), (('five.', ""'i""), 1), ((""'i"", 'heard'), 1), (('heard', 'the'), 1), (('the', 'queen'), 1), (('queen', 'say'), 1), (('say', 'only'), 1), (('only', 'yesterday'), 1), (('yesterday', 'you'), 1), (('you', 'deserved'), 1)])"
1036," to be a little boot, and the mort of the say of the sabbit say in the door, and the white rabbit bl",0,22,0.96,"(3, ['boot,', 'mort', 'bl'])","(4, ['boot,', 'mort', 'sabbit', 'bl'])","dict_items([(('to', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', 'boot,'), 1), (('boot,', 'and'), 1), (('and', 'the'), 2), (('the', 'mort'), 1), (('mort', 'of'), 1), (('of', 'the'), 2), (('the', 'say'), 1), (('say', 'of'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'bl'), 1)])"
37,"ice again, in a louder tone.

'are you to get in at all?' said the footman. 'that's the first
questi",1,19,0.95,"(1, ['ice'])","(2, ['ice', 'questi'])","dict_items([(('ice', 'again,'), 1), (('again,', 'in'), 1), (('in', 'a'), 1), (('a', 'louder'), 1), (('louder', 'tone.'), 1), (('tone.', ""'are""), 1), ((""'are"", 'you'), 1), (('you', 'to'), 1), (('to', 'get'), 1), (('get', 'in'), 1), (('in', 'at'), 1), (('at', ""all?'""), 1), ((""all?'"", 'said'), 1), (('said', 'the'), 1), (('the', 'footman.'), 1), (('footman.', ""'that's""), 1), ((""'that's"", 'the'), 1), (('the', 'first'), 1), (('first', 'questi'), 1)])"
1037,"on, i shall have you doun uee that is say you learn to see the doomouse it is is of mine a bat, and ",0,21,0.88,"(1, ['i'])","(4, ['i', 'doun', 'uee', 'doomouse'])","dict_items([(('on,', 'i'), 1), (('i', 'shall'), 1), (('shall', 'have'), 1), (('have', 'you'), 1), (('you', 'doun'), 1), (('doun', 'uee'), 1), (('uee', 'that'), 1), (('that', 'is'), 1), (('is', 'say'), 1), (('say', 'you'), 1), (('you', 'learn'), 1), (('learn', 'to'), 1), (('to', 'see'), 1), (('see', 'the'), 1), (('the', 'doomouse'), 1), (('doomouse', 'it'), 1), (('it', 'is'), 1), (('is', 'is'), 1), (('is', 'of'), 1), (('of', 'mine'), 1), (('mine', 'a'), 1), (('a', 'bat,'), 1), (('bat,', 'and'), 1)])"
38,"will you, old
fellow?'

the mock turtle sighed deeply, and began, in a voice sometimes choked
with s",1,18,1.0,"(3, ['mock', 'turtle', 's'])","(3, ['mock', 'turtle', 's'])","dict_items([(('will', 'you,'), 1), (('you,', 'old'), 1), (('old', ""fellow?'""), 1), ((""fellow?'"", 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'sighed'), 1), (('sighed', 'deeply,'), 1), (('deeply,', 'and'), 1), (('and', 'began,'), 1), (('began,', 'in'), 1), (('in', 'a'), 1), (('a', 'voice'), 1), (('voice', 'sometimes'), 1), (('sometimes', 'choked'), 1), (('choked', 'with'), 1), (('with', 's'), 1)])"
1038,"he words was she was good the shmee sable as she could she was so spok the words talk, and she was g",0,21,0.91,"(2, ['sable', 'g'])","(4, ['shmee', 'sable', 'spok', 'g'])","dict_items([(('he', 'words'), 1), (('words', 'was'), 1), (('was', 'she'), 1), (('she', 'was'), 3), (('was', 'good'), 1), (('good', 'the'), 1), (('the', 'shmee'), 1), (('shmee', 'sable'), 1), (('sable', 'as'), 1), (('as', 'she'), 1), (('she', 'could'), 1), (('could', 'she'), 1), (('was', 'so'), 1), (('so', 'spok'), 1), (('spok', 'the'), 1), (('the', 'words'), 1), (('words', 'talk,'), 1), (('talk,', 'and'), 1), (('and', 'she'), 1), (('was', 'g'), 1)])"
39,"them.' in another minute the whole head appeared, and then alice put
down her flamingo, and began an",1,18,1.0,"(1, ['alice'])","(1, ['alice'])","dict_items([((""them.'"", 'in'), 1), (('in', 'another'), 1), (('another', 'minute'), 1), (('minute', 'the'), 1), (('the', 'whole'), 1), (('whole', 'head'), 1), (('head', 'appeared,'), 1), (('appeared,', 'and'), 1), (('and', 'then'), 1), (('then', 'alice'), 1), (('alice', 'put'), 1), (('put', 'down'), 1), (('down', 'her'), 1), (('her', 'flamingo,'), 1), (('flamingo,', 'and'), 1), (('and', 'began'), 1), (('began', 'an'), 1)])"
1039,"wing to the thing soue of the sabbit say in the door, and the white rabbit blowered to she had got t",0,19,0.86,"(2, ['wing', 't'])","(5, ['wing', 'soue', 'sabbit', 'blowered', 't'])","dict_items([(('wing', 'to'), 1), (('to', 'the'), 1), (('the', 'thing'), 1), (('thing', 'soue'), 1), (('soue', 'of'), 1), (('of', 'the'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'blowered'), 1), (('blowered', 'to'), 1), (('to', 'she'), 1), (('she', 'had'), 1), (('had', 'got'), 1), (('got', 't'), 1)])"
40,"things, and she, oh! she knows such a
very little! besides, she's she, and i'm i, and--oh dear, how ",1,18,0.95,"(2, [""i'm"", 'i,'])","(2, [""i'm"", 'i,'])","dict_items([(('things,', 'and'), 1), (('and', 'she,'), 1), (('she,', 'oh!'), 1), (('oh!', 'she'), 1), (('she', 'knows'), 1), (('knows', 'such'), 1), (('such', 'a'), 1), (('a', 'very'), 1), (('very', 'little!'), 1), (('little!', 'besides,'), 1), (('besides,', ""she's""), 1), ((""she's"", 'she,'), 1), (('she,', 'and'), 1), (('and', ""i'm""), 1), ((""i'm"", 'i,'), 1), (('i,', 'and--oh'), 1), (('and--oh', 'dear,'), 1), (('dear,', 'how'), 1)])"
1040,surping to tee that it sall out of the semeocope the datchners done of the semeocoperce the thme the,0,14,0.74,"(2, ['tee', 'sall'])","(7, ['surping', 'tee', 'sall', 'semeocope', 'datchners', 'semeocoperce', 'thme'])","dict_items([(('surping', 'to'), 1), (('to', 'tee'), 1), (('tee', 'that'), 1), (('that', 'it'), 1), (('it', 'sall'), 1), (('sall', 'out'), 1), (('out', 'of'), 1), (('of', 'the'), 2), (('the', 'semeocope'), 1), (('semeocope', 'the'), 1), (('the', 'datchners'), 1), (('datchners', 'done'), 1), (('done', 'of'), 1), (('the', 'semeocoperce'), 1), (('semeocoperce', 'the'), 1), (('the', 'thme'), 1), (('thme', 'the'), 1)])"
41,"ng there must be more to come, so she sat still and said
nothing.

'when we were little,' the mock t",1,21,1.0,"(3, ['ng', 'mock', 't'])","(3, ['ng', 'mock', 't'])","dict_items([(('ng', 'there'), 1), (('there', 'must'), 1), (('must', 'be'), 1), (('be', 'more'), 1), (('more', 'to'), 1), (('to', 'come,'), 1), (('come,', 'so'), 1), (('so', 'she'), 1), (('she', 'sat'), 1), (('sat', 'still'), 1), (('still', 'and'), 1), (('and', 'said'), 1), (('said', 'nothing.'), 1), (('nothing.', ""'when""), 1), ((""'when"", 'we'), 1), (('we', 'were'), 1), (('were', ""little,'""), 1), ((""little,'"", 'the'), 1), (('the', 'mock'), 1), (('mock', 't'), 1)])"
1041,urtle seplied in an off and ali then was seeling to the crehess some of the words of her head with a,0,18,0.82,"(1, ['seeling'])","(5, ['urtle', 'seplied', 'ali', 'seeling', 'crehess'])","dict_items([(('urtle', 'seplied'), 1), (('seplied', 'in'), 1), (('in', 'an'), 1), (('an', 'off'), 1), (('off', 'and'), 1), (('and', 'ali'), 1), (('ali', 'then'), 1), (('then', 'was'), 1), (('was', 'seeling'), 1), (('seeling', 'to'), 1), (('to', 'the'), 1), (('the', 'crehess'), 1), (('crehess', 'some'), 1), (('some', 'of'), 1), (('of', 'the'), 1), (('the', 'words'), 1), (('words', 'of'), 1), (('of', 'her'), 1), (('her', 'head'), 1), (('head', 'with'), 1), (('with', 'a'), 1)])"
42,"eant to take
the hint; but the cook was busily stirring the soup, and seemed not to
be listening, so",1,19,0.95,"(0, [])","(1, ['eant'])","dict_items([(('eant', 'to'), 1), (('to', 'take'), 1), (('take', 'the'), 1), (('the', 'hint;'), 1), (('hint;', 'but'), 1), (('but', 'the'), 1), (('the', 'cook'), 1), (('cook', 'was'), 1), (('was', 'busily'), 1), (('busily', 'stirring'), 1), (('stirring', 'the'), 1), (('the', 'soup,'), 1), (('soup,', 'and'), 1), (('and', 'seemed'), 1), (('seemed', 'not'), 1), (('not', 'to'), 1), (('to', 'be'), 1), (('be', 'listening,'), 1), (('listening,', 'so'), 1)])"
1042," she was so spok the words was she was good the shmee was and doorsen in the door, and the white rab",0,19,0.86,"(1, ['rab'])","(4, ['spok', 'shmee', 'doorsen', 'rab'])","dict_items([(('she', 'was'), 2), (('was', 'so'), 1), (('so', 'spok'), 1), (('spok', 'the'), 1), (('the', 'words'), 1), (('words', 'was'), 1), (('was', 'she'), 1), (('was', 'good'), 1), (('good', 'the'), 1), (('the', 'shmee'), 1), (('shmee', 'was'), 1), (('was', 'and'), 1), (('and', 'doorsen'), 1), (('doorsen', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'white'), 1), (('white', 'rab'), 1)])"
43,"n or
entity to whom you paid the fee as set forth in paragraph 1.e.8.

1.b.  ""project gutenberg"" is ",1,16,0.84,"(2, ['n', '""project'])","(5, ['n', '1.e.8.', '1.b.', '""project', 'gutenberg""'])","dict_items([(('n', 'or'), 1), (('or', 'entity'), 1), (('entity', 'to'), 1), (('to', 'whom'), 1), (('whom', 'you'), 1), (('you', 'paid'), 1), (('paid', 'the'), 1), (('the', 'fee'), 1), (('fee', 'as'), 1), (('as', 'set'), 1), (('set', 'forth'), 1), (('forth', 'in'), 1), (('in', 'paragraph'), 1), (('paragraph', '1.e.8.'), 1), (('1.e.8.', '1.b.'), 1), (('1.b.', '""project'), 1), (('""project', 'gutenberg""'), 1), (('gutenberg""', 'is'), 1)])"
1043,asspciated with the project gutenberg literary archive foundation are all dopyright in the unrk or p,0,12,0.75,"(5, ['project', 'literary', 'archive', 'foundation', 'p'])","(9, ['asspciated', 'project', 'gutenberg', 'literary', 'archive', 'foundation', 'dopyright', 'unrk', 'p'])","dict_items([(('asspciated', 'with'), 1), (('with', 'the'), 1), (('the', 'project'), 1), (('project', 'gutenberg'), 1), (('gutenberg', 'literary'), 1), (('literary', 'archive'), 1), (('archive', 'foundation'), 1), (('foundation', 'are'), 1), (('are', 'all'), 1), (('all', 'dopyright'), 1), (('dopyright', 'in'), 1), (('in', 'the'), 1), (('the', 'unrk'), 1), (('unrk', 'or'), 1), (('or', 'p'), 1)])"
44,"he very seldom followed it),
and sometimes she scolded herself so severely as to bring tears into
he",1,18,1.0,"(0, [])","(0, [])","dict_items([(('he', 'very'), 1), (('very', 'seldom'), 1), (('seldom', 'followed'), 1), (('followed', 'it),'), 1), (('it),', 'and'), 1), (('and', 'sometimes'), 1), (('sometimes', 'she'), 1), (('she', 'scolded'), 1), (('scolded', 'herself'), 1), (('herself', 'so'), 1), (('so', 'severely'), 1), (('severely', 'as'), 1), (('as', 'to'), 1), (('to', 'bring'), 1), (('bring', 'tears'), 1), (('tears', 'into'), 1), (('into', 'he'), 1)])"
1044,r eace in the dart bateht the cank with the words of her head a little sartering that she was soeezi,0,17,0.81,"(3, ['r', 'dart', 'cank'])","(7, ['r', 'eace', 'dart', 'bateht', 'cank', 'sartering', 'soeezi'])","dict_items([(('r', 'eace'), 1), (('eace', 'in'), 1), (('in', 'the'), 1), (('the', 'dart'), 1), (('dart', 'bateht'), 1), (('bateht', 'the'), 1), (('the', 'cank'), 1), (('cank', 'with'), 1), (('with', 'the'), 1), (('the', 'words'), 1), (('words', 'of'), 1), (('of', 'her'), 1), (('her', 'head'), 1), (('head', 'a'), 1), (('a', 'little'), 1), (('little', 'sartering'), 1), (('sartering', 'that'), 1), (('that', 'she'), 1), (('she', 'was'), 1), (('was', 'soeezi'), 1)])"
45,"ou're talking about,' said alice.

'i've tried the roots of trees, and i've tried banks, and i've tr",1,17,0.94,"(5, ['alice.', ""'i've"", ""i've"", ""i've"", 'tr'])","(6, [""ou're"", 'alice.', ""'i've"", ""i've"", ""i've"", 'tr'])","dict_items([((""ou're"", 'talking'), 1), (('talking', ""about,'""), 1), ((""about,'"", 'said'), 1), (('said', 'alice.'), 1), (('alice.', ""'i've""), 1), ((""'i've"", 'tried'), 1), (('tried', 'the'), 1), (('the', 'roots'), 1), (('roots', 'of'), 1), (('of', 'trees,'), 1), (('trees,', 'and'), 1), (('and', ""i've""), 2), ((""i've"", 'tried'), 1), (('tried', 'banks,'), 1), (('banks,', 'and'), 1), ((""i've"", 'tr'), 1)])"
1045,"ied the doomouse say it it is is?'

'i don't know the dorrou the way in the sememcer with the sea,' ",0,17,0.81,"(1, [""'i""])","(5, ['ied', 'doomouse', ""'i"", 'dorrou', 'sememcer'])","dict_items([(('ied', 'the'), 1), (('the', 'doomouse'), 1), (('doomouse', 'say'), 1), (('say', 'it'), 1), (('it', 'it'), 1), (('it', 'is'), 1), (('is', ""is?'""), 1), ((""is?'"", ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'the'), 1), (('the', 'dorrou'), 1), (('dorrou', 'the'), 1), (('the', 'way'), 1), (('way', 'in'), 1), (('in', 'the'), 1), (('the', 'sememcer'), 1), (('sememcer', 'with'), 1), (('with', 'the'), 1), (('the', ""sea,'""), 1)])"
46,"tle in the distance would take the place of the mock turtle's
heavy sobs.

lastly, she pictured to h",1,18,0.95,"(3, ['mock', 'lastly,', 'h'])","(4, ['tle', 'mock', 'lastly,', 'h'])","dict_items([(('tle', 'in'), 1), (('in', 'the'), 1), (('the', 'distance'), 1), (('distance', 'would'), 1), (('would', 'take'), 1), (('take', 'the'), 1), (('the', 'place'), 1), (('place', 'of'), 1), (('of', 'the'), 1), (('the', 'mock'), 1), (('mock', ""turtle's""), 1), ((""turtle's"", 'heavy'), 1), (('heavy', 'sobs.'), 1), (('sobs.', 'lastly,'), 1), (('lastly,', 'she'), 1), (('she', 'pictured'), 1), (('pictured', 'to'), 1), (('to', 'h'), 1)])"
1046,"erself in a thing of the sobee to tane the sabbit say in the door, and the white rabbit blowered to ",0,17,0.81,"(1, ['tane'])","(5, ['erself', 'sobee', 'tane', 'sabbit', 'blowered'])","dict_items([(('erself', 'in'), 1), (('in', 'a'), 1), (('a', 'thing'), 1), (('thing', 'of'), 1), (('of', 'the'), 1), (('the', 'sobee'), 1), (('sobee', 'to'), 1), (('to', 'tane'), 1), (('tane', 'the'), 1), (('the', 'sabbit'), 1), (('sabbit', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1), (('the', 'door,'), 1), (('door,', 'and'), 1), (('and', 'the'), 1), (('the', 'white'), 1), (('white', 'rabbit'), 1), (('rabbit', 'blowered'), 1), (('blowered', 'to'), 1)])"
47,"at dismay, and
began picking them up again as quickly as she could, for the accident of
the goldfish",1,19,1.0,"(0, [])","(0, [])","dict_items([(('at', 'dismay,'), 1), (('dismay,', 'and'), 1), (('and', 'began'), 1), (('began', 'picking'), 1), (('picking', 'them'), 1), (('them', 'up'), 1), (('up', 'again'), 1), (('again', 'as'), 1), (('as', 'quickly'), 1), (('quickly', 'as'), 1), (('as', 'she'), 1), (('she', 'could,'), 1), (('could,', 'for'), 1), (('for', 'the'), 1), (('the', 'accident'), 1), (('accident', 'of'), 1), (('of', 'the'), 1), (('the', 'goldfish'), 1)])"
1047," have gand and the was soeezing on the time, 
'i don't know what i can't tee the dormouse say in the",0,19,0.9,"(4, [""'i"", 'i', 'tee', 'dormouse'])","(6, ['gand', 'soeezing', ""'i"", 'i', 'tee', 'dormouse'])","dict_items([(('have', 'gand'), 1), (('gand', 'and'), 1), (('and', 'the'), 1), (('the', 'was'), 1), (('was', 'soeezing'), 1), (('soeezing', 'on'), 1), (('on', 'the'), 1), (('the', 'time,'), 1), (('time,', ""'i""), 1), ((""'i"", ""don't""), 1), ((""don't"", 'know'), 1), (('know', 'what'), 1), (('what', 'i'), 1), (('i', ""can't""), 1), ((""can't"", 'tee'), 1), (('tee', 'the'), 1), (('the', 'dormouse'), 1), (('dormouse', 'say'), 1), (('say', 'in'), 1), (('in', 'the'), 1)])"
48,"i can't understand it myself to begin with; and being so many
different sizes in a day is very confu",1,19,0.95,"(1, ['i'])","(2, ['i', 'confu'])","dict_items([(('i', ""can't""), 1), ((""can't"", 'understand'), 1), (('understand', 'it'), 1), (('it', 'myself'), 1), (('myself', 'to'), 1), (('to', 'begin'), 1), (('begin', 'with;'), 1), (('with;', 'and'), 1), (('and', 'being'), 1), (('being', 'so'), 1), (('so', 'many'), 1), (('many', 'different'), 1), (('different', 'sizes'), 1), (('sizes', 'in'), 1), (('in', 'a'), 1), (('a', 'day'), 1), (('day', 'is'), 1), (('is', 'very'), 1), (('very', 'confu'), 1)])"
1048,"siog the words of the table, 
'ie wou'se sried to the project gutenberg literary archive foundation ",0,12,0.75,"(5, [""'ie"", 'project', 'literary', 'archive', 'foundation'])","(9, ['siog', ""'ie"", ""wou'se"", 'sried', 'project', 'gutenberg', 'literary', 'archive', 'foundation'])","dict_items([(('siog', 'the'), 1), (('the', 'words'), 1), (('words', 'of'), 1), (('of', 'the'), 1), (('the', 'table,'), 1), (('table,', ""'ie""), 1), ((""'ie"", ""wou'se""), 1), ((""wou'se"", 'sried'), 1), (('sried', 'to'), 1), (('to', 'the'), 1), (('the', 'project'), 1), (('project', 'gutenberg'), 1), (('gutenberg', 'literary'), 1), (('literary', 'archive'), 1), (('archive', 'foundation'), 1)])"
49,"said to alice, very earnestly.

'i've had nothing yet,' alice replied in an offended tone, 'so i can",1,18,1.0,"(4, ['alice,', ""'i've"", 'alice', 'i'])","(4, ['alice,', ""'i've"", 'alice', 'i'])","dict_items([(('said', 'to'), 1), (('to', 'alice,'), 1), (('alice,', 'very'), 1), (('very', 'earnestly.'), 1), (('earnestly.', ""'i've""), 1), ((""'i've"", 'had'), 1), (('had', 'nothing'), 1), (('nothing', ""yet,'""), 1), ((""yet,'"", 'alice'), 1), (('alice', 'replied'), 1), (('replied', 'in'), 1), (('in', 'an'), 1), (('an', 'offended'), 1), (('offended', 'tone,'), 1), (('tone,', ""'so""), 1), ((""'so"", 'i'), 1), (('i', 'can'), 1)])"
1049,"'t tee you tell you the mock turtle sout of the semeocopes!'

'well, i should be a little bird as sh",0,19,0.9,"(5, [""'t"", 'tee', 'mock', 'turtle', 'i'])","(7, [""'t"", 'tee', 'mock', 'turtle', 'sout', ""semeocopes!'"", 'i'])","dict_items([((""'t"", 'tee'), 1), (('tee', 'you'), 1), (('you', 'tell'), 1), (('tell', 'you'), 1), (('you', 'the'), 1), (('the', 'mock'), 1), (('mock', 'turtle'), 1), (('turtle', 'sout'), 1), (('sout', 'of'), 1), (('of', 'the'), 1), (('the', ""semeocopes!'""), 1), ((""semeocopes!'"", ""'well,""), 1), ((""'well,"", 'i'), 1), (('i', 'should'), 1), (('should', 'be'), 1), (('be', 'a'), 1), (('a', 'little'), 1), (('little', 'bird'), 1), (('bird', 'as'), 1), (('as', 'sh'), 1)])"
